838,282,425,3
839,11,409,3
840,732,691,4
841,941,45,3
842,871,425,4
843,904,615,4
844,225,989,4
845,477,404,3
846,668,900,4
847,208,437,3
848,304,431,3
849,819,133,3
850,107,396,3
851,655,1000,4
852,792,802,4
853,608,276,3
854,423,483,3
855,974,224,4
856,850,785,4
857,734,942,4
858,107,131,3
859,582,130,3
860,637,342,3
861,317,245,3
862,67,763,3
863,737,792,4
864,284,370,3
865,725,894,4
866,359,253,3
867,585,833,4
868,791,417,4
869,200,250,3
870,297,702,3
871,461,741,4
872,491,211,3
873,732,564,4
874,316,682,3
875,339,785,4
876,760,34,3
877,792,520,4
878,75,491,3
879,382,700,4
880,393,380,3
881,532,369,3
882,790,912,4
883,776,75,3
884,51,6,2
885,777,142,3
886,25,27,2
887,262,636,3
888,944,443,4
889,203,921,4
890,181,606,3
891,710,810,4
892,267,464,3
893,887,668,4
894,37,918,3
895,554,219,3
896,879,497,4
897,437,715,4
898,105,423,3
899,478,135,3
900,104,424,3
901,892,855,4
902,970,729,4
903,445,76,3
904,962,882,4
905,542,975,4
906,492,987,4
907,120,576,3
908,524,262,3
909,923,921,4
910,123,603,3
911,490,602,4
912,916,916,4
913,813,27,3
914,192,363,3
915,788,792,4
916,334,204,3
917,975,683,4
918,26,822,3
919,283,626,3
920,939,54,3
921,450,375,3
922,80,657,3
923,201,960,4
924,338,591,3
925,559,293,3
926,373,255,3
927,55,966,4
928,324,997,4
929,49,98,3
930,831,129,3
931,330,255,3
932,426,34,3
933,787,98,3
934,597,98,3
935,277,95,3
936,770,803,4
937,115,965,4
938,103,26,3
939,158,795,3
940,957,663,4
941,239,192,3
942,569,309,3
943,182,671,3
944,693,965,4
945,282,260,3
946,123,926,4
947,716,12,3
948,586,223,3
949,552,26,3
950,729,458,4
951,606,793,4
952,159,81,3
953,422,387,3
954,818,93,3
955,404,414,3
956,369,243,3
957,138,7,3
958,440,949,4
959,570,438,4
960,310,996,4
961,330,402,3
962,424,444,3
963,939,57,3
964,431,437,3
965,64,493,3
966,186,636,3
967,208,942,4
968,895,258,4
969,961,514,4
970,481,758,4
971,752,7,3
972,835,458,4
973,20,980,4
974,390,303,3
975,183,244,3
976,878,494,4
977,682,68,3
978,143,794,3
979,885,390,4
980,26,12,2
981,264,869,4
982,979,351,4
983,122,456,3
984,409,371,3
985,727,854,4
986,8,707,3
987,540,268,3
988,317,816,4
989,929,598,4
990,765,174,3
991,565,523,4
992,148,525,3
993,901,425,4
994,133,168,3
995,445,387,3
996,3,919,3
997,386,112,3
998,328,665,3
999,395,227,3
1000,325,734,4
1001,262,733,3
1002,406,513,3
1003,465,102,3
1004,749,170,3
1005,599,527,4
1006,37,372,3
1007,504,141,3
1008,426,218,3
1009,116,556,3
1010,448,586,4
1011,770,260,4
1012,619,948,4
1013,442,177,3
1014,827,958,4
1015,152,296,3
1016,270,472,3
1017,145,961,4
1018,450,768,4
1019,689,719,4
1020,541,841,4
1021,249,4,3
1022,849,720,4
1023,95,930,4
1024,175,526,3
1025,149,687,3
1026,738,592,4
1027,2,943,3
1028,915,210,4
1029,106,825,3
1030,733,856,4
1031,65,817,3
1032,952,931,4
1033,495,371,3
1034,521,540,4
1035,991,16,4
1036,670,94,3
1037,602,844,4
1038,264,70,3
1039,184,687,3
1040,514,274,3
1041,694,934,4
1042,555,744,4
1043,961,652,4
1044,614,864,4
1045,254,6,3
1046,649,686,4
1047,925,648,4
1048,357,136,3
1049,656,866,4
1050,674,388,4
1051,191,961,4
1052,693,67,3
1053,876,112,3
1054,349,527,3
1055,932,956,4
1056,989,244,4
1057,175,190,3
1058,822,865,4
1059,420,290,3
1060,774,685,4
1061,880,458,4
1062,594,276,3
1063,737,410,4
1064,725,332,4
1065,166,669,3
1066,443,685,4
1067,667,413,4
1068,308,125,3
1069,66,5,2
1070,977,942,4
1071,182,40,3
1072,507,595,4
1073,213,326,3
1074,606,127,3
1075,68,201,3
1076,523,844,4
1077,181,5,3
1078,33,931,3
1079,347,813,4
1080,279,705,3
1081,841,788,4
1082,720,162,3
1083,782,64,3
1084,81,206,3
1085,837,936,4
1086,453,15,3
1087,270,643,3
1088,592,535,4
1089,879,231,4
1090,369,645,4
1091,376,980,4
1092,1,5,1
1093,118,661,3
1094,560,640,4
1095,112,815,3
1096,589,824,4
1097,63,928,3
1098,944,731,4
1099,561,541,4
1100,506,85,3
1101,760,157,3
1102,687,495,4
1103,235,378,3
1104,467,218,3
1105,23,921,3
1106,735,104,3
1107,684,817,4
1108,573,549,4
1109,325,237,3
1110,928,366,4
1111,516,372,3
1112,561,107,3
1113,845,101,3
1114,327,338,3
1115,863,107,3
1116,246,492,3
1117,807,386,4
1118,365,895,4
1119,362,215,3
1120,854,947,4
1121,101,747,3
1122,525,777,4
1123,400,888,4
1124,860,528,4
1125,740,935,4
1126,766,687,4
1127,267,340,3
1128,816,31,3
1129,809,230,4
1130,291,269,3
1131,807,1,3
1132,939,345,4
1133,831,480,4
1134,275,243,3
1135,190,97,3
1136,972,559,4
1137,449,663,4
1138,770,524,4
1139,948,567,4
1140,993,297,4
1141,90,433,3
1142,719,885,4
1143,294,328,3
1144,39,656,3
1145,644,638,4
1146,706,218,3
1147,647,652,4
1148,140,562,3
1149,891,813,4
1150,626,421,4
1151,571,796,4
1152,916,73,3
1153,708,741,4
1154,171,903,4
1155,661,37,3
1156,474,193,3
1157,803,786,4
1158,416,234,3
1159,580,823,4
1160,418,987,4
1161,660,34,3
1162,53,533,3
1163,892,13,3
1164,791,612,4
1165,122,957,4
1166,256,963,4
1167,261,420,3
1168,53,414,3
1169,946,211,4
1170,68,420,3
1171,659,328,3
1172,98,504,3
1173,452,799,4
1174,469,967,4
1175,497,882,4
1176,652,231,3
1177,889,205,4
1178,140,185,3
1179,235,839,4
1180,658,868,4
1181,41,666,3
1182,944,549,4
1183,543,149,3
1184,269,171,3
1185,576,882,4
1186,945,927,4
1187,662,118,3
1188,48,229,3
1189,602,316,3
1190,968,909,4
1191,821,15,3
1192,620,458,4
1193,548,570,4
1194,396,183,3
1195,289,233,3
1196,641,522,4
1197,614,358,3
1198,241,166,3
1199,328,326,3
1200,627,937,4
1201,830,320,4
1202,663,752,4
1203,332,35,3
1204,123,102,3
1205,288,934,4
1206,875,599,4
1207,821,464,4
1208,218,771,3
1209,579,687,4
1210,594,319,3
1211,696,77,3
1212,778,244,4
1213,309,566,3
1214,617,396,4
1215,314,183,3
1216,732,398,4
1217,372,255,3
1218,661,288,3
1219,389,564,3
1220,501,982,4
1221,433,882,4
1222,200,65,3
1223,479,781,4
1224,201,492,3
1225,437,760,4
1226,379,161,3
1227,965,655,4
1228,905,710,4
1229,195,548,3
1230,567,572,4
1231,838,477,4
1232,226,292,3
1233,853,372,4
1234,517,431,3
1235,722,695,4
1236,105,73,3
1237,97,427,3
1238,172,774,3
1239,634,230,3
1240,105,470,3
1241,971,855,4
1242,78,671,3
1243,143,481,3
1244,957,650,4
1245,990,143,4
1246,958,664,4
1247,374,630,4
1248,616,26,3
1249,733,398,4
1250,101,427,3
1251,700,82,3
1252,260,931,4
1253,993,692,4
1254,212,114,3
1255,902,802,4
1256,381,848,4
1257,410,336,3
1258,699,888,4
1259,768,309,4
1260,964,223,4
1261,575,116,3
1262,744,593,4
1263,410,293,3
1264,397,868,4
1265,824,892,4
1266,981,226,4
1267,500,370,3
1268,946,253,4
1269,553,848,4
1270,715,288,4
1271,548,535,4
1272,559,243,3
1273,391,245,3
1274,406,265,3
1275,874,597,4
1276,708,363,4
1277,617,817,4
1278,34,819,3
1279,236,547,3
1280,64,693,3
1281,383,993,4
1282,308,819,4
1283,561,187,3
1284,662,831,4
1285,914,581,4
1286,516,468,3
1287,372,939,4
1288,267,236,3
1289,286,398,3
1290,90,887,3
1291,559,119,3
1292,749,131,3
1293,750,996,4
1294,544,594,4
1295,270,38,3
1296,855,663,4
1297,413,315,3
1298,262,372,3
1299,27,48,2
1300,857,516,4
1301,501,830,4
1302,448,572,4
1303,237,436,3
1304,956,854,4
1305,186,202,3
1306,168,184,3
1307,190,948,4
1308,78,451,3
1309,397,682,4
1310,414,545,3
1311,435,986,4
1312,968,325,4
1313,816,793,4
1314,618,68,3
1315,925,228,4
1316,781,972,4
1317,38,277,3
1318,736,739,4
1319,143,2,3
1320,892,850,4
1321,947,634,4
1322,489,86,3
1323,371,592,3
1324,905,490,4
1325,933,682,4
1326,568,244,3
1327,465,848,4
1328,662,538,4
1329,526,85,3
1330,37,812,3
1331,946,797,4
1332,359,700,4
1333,878,785,4
1334,464,631,4
1335,40,32,2
1336,376,438,3
1337,153,14,3
1338,633,819,4
1339,523,534,4
1340,255,344,3
1341,602,660,4
1342,490,849,4
1343,580,38,3
1344,532,962,4
1345,894,651,4
1346,560,188,3
1347,987,157,4
1348,893,708,4
1349,23,521,3
1350,602,323,3
1351,837,460,4
1352,719,278,3
1353,374,996,4
1354,917,145,4
1355,737,162,3
1356,99,6,3
1357,46,409,3
1358,745,642,4
1359,7,217,3
1360,885,232,4
1361,363,969,4
1362,817,691,4
1363,398,587,3
1364,385,265,3
1365,809,333,4
1366,69,758,3
1367,259,612,3
1368,454,842,4
1369,369,337,3
1370,883,75,3
1371,234,357,3
1372,62,533,3
1373,31,558,3
1374,979,332,4
1375,188,223,3
1376,116,589,3
1377,86,54,3
1378,318,625,3
1379,642,549,4
1380,427,253,3
1381,238,210,3
1382,653,242,3
1383,757,479,4
1384,193,493,3
1385,617,540,4
1386,275,425,3
1387,787,567,4
1388,85,478,3
1389,736,408,4
1390,324,296,3
1391,631,876,4
1392,149,519,3
1393,722,348,4
1394,889,592,4
1395,338,224,3
1396,182,362,3
1397,219,528,3
1398,30,727,3
1399,132,671,3
1400,486,228,3
1401,587,289,3
1402,613,144,3
1403,869,161,4
1404,640,678,4
1405,758,290,4
1406,305,612,3
1407,762,515,4
1408,424,428,3
1409,957,422,4
1410,417,899,4
1411,929,936,4
1412,443,257,3
1413,982,35,4
1414,937,718,4
1415,471,417,3
1416,410,997,4
1417,400,107,3
1418,288,705,3
1419,191,659,3
1420,198,126,3
1421,514,415,3
1422,867,406,4
1423,901,612,4
1424,324,403,3
1425,52,882,3
1426,697,359,4
1427,295,754,4
1428,341,105,3
1429,566,666,4
1430,413,545,3
1431,760,62,3
1432,124,837,3
1433,258,374,3
1434,130,1,3
1435,69,32,3
1436,343,727,4
1437,559,538,4
1438,974,894,4
1439,344,284,3
1440,998,171,4
1441,918,384,4
1442,64,945,4
1443,364,223,3
1444,973,571,4
1445,877,821,4
1446,902,843,4
1447,703,862,4
1448,876,426,4
1449,631,858,4
1450,739,391,4
1451,212,306,3
1452,615,588,4
1453,182,248,3
1454,611,934,4
1455,869,873,4
1456,976,461,4
1457,956,945,4
1458,613,995,4
1459,902,811,4
1460,388,879,4
1461,908,675,4
1462,683,105,3
1463,636,5,3
1464,727,149,3
1465,399,845,4
1466,72,494,3
1467,743,542,4
1468,219,840,4
1469,80,218,3
1470,856,938,4
1471,741,633,4
1472,253,655,3
1473,623,767,4
1474,707,898,4
1475,85,656,3
1476,538,850,4
1477,183,482,3
1478,999,137,4
1479,358,650,4
1480,922,536,4
1481,41,582,3
1482,398,804,4
1483,253,268,3
1484,185,508,3
1485,99,515,3
1486,592,415,4
1487,381,452,3
1488,674,702,4
1489,389,661,4
1490,504,844,4
1491,881,102,3
1492,1000,708,4
1493,855,937,4
1494,5,496,3
1495,266,456,3
1496,625,489,4
1497,67,1000,4
1498,318,153,3
1499,647,927,4
1500,400,396,3
1501,871,486,4
1502,563,409,3
1503,944,933,4
1504,777,311,4
1505,904,936,4
1506,67,675,3
1507,713,518,4
1508,178,931,4
1509,620,304,3
1510,228,856,4
1511,431,948,4
1512,986,655,4
1513,557,369,3
1514,735,706,4
1515,116,169,3
1516,498,51,3
1517,385,651,4
1518,413,741,4
1519,271,68,3
1520,411,590,4
1521,694,543,4
1522,4,100,3
1523,489,30,3
1524,331,444,3
1525,453,954,4
1526,260,679,3
1527,670,715,4
1528,775,860,4
1529,527,82,3
1530,595,317,3
1531,638,175,3
1532,493,863,4
1533,122,293,3
1534,271,999,4
1535,291,55,3
1536,9,184,3
1537,710,233,3
1538,636,1,3
1539,243,164,3
1540,641,538,4
1541,662,206,3
1542,14,481,3
1543,150,132,3
1544,841,541,4
1545,260,968,4
1546,899,885,4
1547,828,467,4
1548,775,456,4
1549,386,486,3
1550,106,848,3
1551,495,145,3
1552,775,744,4
1553,872,387,4
1554,754,308,4
1555,448,409,3
1556,153,463,3
1557,869,138,4
1558,829,8,3
1559,404,860,4
1560,609,92,3
1561,968,349,4
1562,169,285,3
1563,596,173,3
1564,631,262,3
1565,824,214,4
1566,336,751,4
1567,801,127,3
1568,530,539,4
1569,605,149,3
1570,780,901,4
1571,845,235,4
1572,503,116,3
1573,251,746,3
1574,620,194,3
1575,700,874,4
1576,531,411,3
1577,70,204,3
1578,162,148,3
1579,37,392,3
1580,31,132,3
1581,678,354,4
1582,684,421,4
1583,250,769,4
1584,884,672,4
1585,948,347,4
1586,590,49,3
1587,677,347,4
1588,802,538,4
1589,316,521,3
1590,666,881,4
1591,381,964,4
1592,738,973,4
1593,225,858,4
1594,910,96,4
1595,710,699,4
1596,485,136,3
1597,47,941,3
1598,584,724,4
1599,491,489,3
1600,372,639,4
1601,190,43,3
1602,479,260,3
1603,578,463,4
1604,553,739,4
1605,682,471,4
1606,834,781,4
1607,397,8,3
1608,325,949,4
1609,899,233,4
1610,578,955,4
1611,867,143,4
1612,257,418,3
1613,944,506,4
1614,251,25,3
1615,592,478,4
1616,728,251,3
1617,756,238,3
1618,701,389,4
1619,199,845,4
1620,886,923,4
1621,537,435,3
1622,227,359,3
1623,655,318,3
1624,281,8,3
1625,523,901,4
1626,617,24,3
1627,140,652,3
1628,600,938,4
1629,658,985,4
1630,441,497,3
1631,146,160,3
1632,221,345,3
1633,103,452,3
1634,343,541,3
1635,420,606,4
1636,306,868,4
1637,158,937,4
1638,620,427,4
1639,487,52,3
1640,413,84,3
1641,486,817,4
1642,689,385,4
1643,399,230,3
1644,811,991,4
1645,561,205,3
1646,395,449,3
1647,174,588,3
1648,881,133,4
1649,548,438,3
1650,115,526,3
1651,234,409,3
1652,417,861,4
1653,901,412,4
1654,506,972,4
1655,261,366,3
1656,526,954,4
1657,913,114,4
1658,456,953,4
1659,890,550,4
1660,12,478,3
1661,636,359,3
1662,410,543,3
1663,768,605,4
1664,171,976,4
1665,396,493,3
